Id,Vote Average, Budget 
11007,6.0,40000000.0
2289,6.7,79000000.0
9620,5.9,60000000.0
10601,6.9,100000000.0
52036,5.7,15000000.0
14844,6.1,23000000.0
5966,5.8,42000000.0
10718,4.7,40000000.0
11034,6.2,6500000.0
31395,3.0,10700000.0
15797,6.8,6000000.0
9548,6.2,49000000.0
17258,5.4,15000000.0
14239,4.9,30000000.0
55448,5.1,11000000.0
1954,7.3,13000000.0
13476,5.5,17000000.0
12634,5.0,50000000.0
15708,6.8,850000.0
21301,5.7,18000000.0
20483,5.0,18000000.0
14292,7.0,28000000.0
1278,7.2,15000000.0
29473,7.7,70000.0
11023,6.6,2000000.0
35227,6.4,1100000.0
11221,3.6,18000000.0
1824,6.6,75000000.0
16784,4.8,30000000.0
11951,7.1,1300000.0
28963,7.4,1135654.0
9838,5.0,12500000.0
2099,5.5,8500000.0
8842,4.5,39000000.0
11132,5.1,15000000.0
9352,6.5,25000000.0
615,6.9,30000000.0
11217,5.1,8500000.0
10677,6.0,25000000.0
13572,5.3,50000000.0
338,7.4,4800000.0
2023,6.5,100000000.0
9384,5.6,60000000.0
17047,5.2,26000000.0
10591,6.3,25000000.0
1586,6.4,40000000.0
11169,6.3,19250000.0
2778,5.3,19000000.0
47168,4.9,12.0
924,6.8,28000000.0
38,7.9,20000000.0
11081,6.0,45000000.0
16941,6.4,5000000.0
9541,5.8,35000000.0
20304,5.7,3000000.0
553,7.6,10000000.0
1487,6.5,66000000.0
13700,5.7,110000000.0
11358,6.0,56000000.0
19084,4.8,12000000.0
10733,5.8,145000000.0
14442,5.9,31000000.0
2122,5.5,40000000.0
6844,7.5,13000000.0
923,7.4,650000.0
10338,6.4,5600000.0
10843,7.4,4500000.0
15673,6.4,20000000.0
393,7.7,30000000.0
7220,6.1,33000000.0
237,5.9,6400000.0
10096,6.3,37000000.0
9509,7.3,70000000.0
11058,4.7,25000000.0
11141,5.6,28000000.0
10625,6.9,17000000.0
54807,6.5,6000000.0
7131,6.0,160000000.0
26899,7.3,800000.0
652,6.9,175000000.0
10375,5.4,55000000.0
11864,6.7,40000000.0
9461,7.3,850000.0
667,6.5,9500000.0
700,6.2,27500000.0
36670,5.8,36000000.0
294,6.7,350000.0
11507,6.4,10000000.0
1162,7.5,500000.0
13937,5.9,12000000.0
26670,7.0,12000000.0
988,7.0,5900000.0
25508,6.9,134000.0
42205,5.7,1000000.0
9624,4.6,50000000.0
44807,5.1,1070000.0
9872,6.2,25000000.0
11474,7.4,4000000.0
33157,7.1,25000000.0
9459,7.1,600000.0
11577,7.2,4638783.0
23330,6.9,3716946.0
25598,6.2,7000000.0
14703,6.9,3000000.0
20481,6.4,11000000.0
7090,5.7,1300000.0
5902,7.0,22000000.0
12762,7.2,8000000.0
14510,6.5,4500000.0
10690,5.6,25000000.0
40028,4.5,210000.0
13282,6.0,300000.0
5916,7.0,3352254.0
203,7.2,500000.0
26268,6.3,3500000.0
25853,5.2,250000.0
68430,5.6,34000000.0
14554,7.0,1271000.0
29146,6.6,950000.0
5722,6.6,2090000.0
51515,5.8,36000000.0
19185,6.7,4200000.0
31526,6.8,1114000.0
13763,6.6,7200000.0
15573,7.0,6000000.0
10178,7.2,2000000.0
10734,7.3,8000000.0
809,6.7,150000000.0
435,6.2,125000000.0
4599,5.9,50000000.0
12657,4.7,16000000.0
59210,6.3,2500000.0
673,7.7,130000000.0
16617,6.3,27000000.0
2789,6.3,105000000.0
8920,5.2,50000000.0
9890,5.4,90000000.0
8193,6.7,400000.0
47821,6.3,27000000.0
26142,6.6,12000000.0
27017,6.2,802000.0
52959,6.0,14320000.0
42345,5.9,11000000.0
76516,5.0,5000000.0
18712,6.2,1000000.0
9372,6.6,65000.0
44695,5.3,360000.0
9542,6.9,6000000.0
17820,6.9,2300000.0
10204,5.7,110000000.0
9472,6.2,20000000.0
594,7.1,60000000.0
12153,6.3,37000000.0
11036,7.7,29000000.0
1997,6.9,74500000.0
26520,6.2,2000000.0
10448,6.2,20000000.0
16136,7.0,5000000.0
2334,5.5,14500000.0
10780,6.7,1880006.0
1777,6.9,6000000.0
54022,6.1,4000000.0
22094,6.7,2700000.0
11884,6.5,15000000.0
558,6.7,200000000.0
80,7.6,2700000.0
9477,6.1,120000000.0
8699,6.7,26000000.0
11247,6.1,19000000.0
2048,6.7,120000000.0
11897,6.6,15000000.0
2502,7.2,75000000.0
314,4.2,100000000.0
18923,6.8,6500000.0
5228,5.8,5000000.0
39209,5.4,1455000.0
19051,5.8,5000000.0
53287,5.5,22000000.0
31522,7.5,160000.0
14462,6.2,80000000.0
14623,4.2,57000000.0
6947,6.2,60000000.0
401,7.1,2500000.0
1538,7.0,65000000.0
14846,5.2,35000000.0
11282,6.6,9000000.0
11130,6.0,40000000.0
395,5.6,70000000.0
11052,5.4,20000000.0
23601,5.8,3000000.0
10762,5.3,19000000.0
11026,4.7,80000000.0
11237,4.9,20000000.0
8080,5.5,27000000.0
11632,5.5,23000000.0
18475,4.6,16000000.0
15644,5.8,20000000.0
11208,6.7,30000000.0
24924,6.1,1200000.0
9759,6.1,25000000.0
1577,6.1,45000000.0
16232,5.0,30000000.0
5137,5.7,70000000.0
11823,6.0,31000000.0
10145,5.5,42000000.0
13702,5.4,15000000.0
747,7.5,4000000.0
43839,4.8,2000000.0
12707,5.5,6000000.0
1492,6.1,47000000.0
10555,5.8,75000000.0
11128,6.2,60000000.0
14024,6.0,15000000.0
11045,4.8,25000000.0
14337,6.9,7000.0
4380,5.9,50000000.0
3989,6.6,32000000.0
21241,5.7,780000.0
13416,7.0,30000000.0
1435,7.5,218.0
15566,5.1,45000000.0
1970,5.8,10000000.0
8849,5.5,60000000.0
9675,6.9,16000000.0
4553,7.3,5000000.0
176,7.2,1200000.0
1677,7.2,40000000.0
9806,7.4,92000000.0
5255,6.4,165000000.0
11249,4.9,12000000.0
10589,6.0,60000000.0
9801,6.1,50000000.0
866,7.2,25000000.0
4251,7.5,7000000.0
2059,6.4,100000000.0
140,7.1,5000000.0
11836,6.7,30000000.0
1966,5.6,155000000.0
2288,6.7,27000000.0
163,6.4,110000000.0
36648,5.7,65000000.0
15788,6.1,900000.0
18973,6.7,3000000.0
43670,5.6,16000000.0
15613,6.5,19885552.0
70368,4.8,17311.0
3060,7.0,245000.0
43595,5.2,200000.0
43896,6.5,243000.0
55604,6.5,2000000.0
43306,6.0,2627000.0
29244,6.1,1243000.0
37347,6.8,2500000.0
35032,6.6,3700000.0
25209,7.3,3768785.0
27029,7.4,3500000.0
31287,2.8,15000.0
11085,6.5,19000000.0
17295,7.8,800000.0
17102,6.1,280379.0
29715,6.2,3800000.0
3482,7.2,5800000.0
4191,7.3,747000.0
26039,7.1,2500000.0
2998,7.1,7000000.0
5822,4.7,150000.0
1835,6.8,2500000.0
11558,6.8,6500000.0
12535,6.5,3400000.0
38985,7.5,22000000.0
19827,6.7,9000000.0
47542,5.7,48740.0
6341,5.9,22000000.0
232,6.8,10000000.0
15301,6.2,10000000.0
47359,5.8,9000000.0
54407,5.2,3400000.0
27064,7.7,5000000.0
26555,4.3,15000000.0
36677,5.1,25000000.0
8852,6.6,3000000.0
48309,6.7,1300000.0
16859,7.6,6900000.0
9768,6.4,11000000.0
27274,5.7,2500000.0
9569,5.6,10000000.0
22189,5.5,40000000.0
9399,5.9,6000000.0
58648,6.6,4000000.0
25330,6.4,17000000.0
34376,4.6,13000000.0
14362,5.9,14000000.0
19143,6.5,17000000.0
12088,5.7,8000000.0
48706,5.0,18000000.0
35610,5.0,5000000.0
5470,4.4,20000000.0
41227,6.9,891000.0
21210,6.7,5200000.0
11854,7.5,1530000.0
844,6.9,12000000.0
11847,5.9,25697387.0
14752,7.1,2079000.0
4689,7.3,4000000.0
10077,4.8,80000000.0
11774,6.7,140000000.0
16635,7.1,12000000.0
12496,7.5,5000000.0
14527,6.3,8256269.0
670,8.0,3000000.0
9667,6.8,29000000.0
1913,7.2,12806000.0
2539,5.8,80000000.0
179,6.2,80000000.0
83,5.3,130000.0
4836,7.0,6500000.0
11866,5.7,45000000.0
12281,6.9,500000.0
10320,5.5,50000000.0
30973,8.2,10000000.0
62276,6.0,700000.0
20912,5.1,8000000.0
1392,6.7,350000.0
291,7.6,2600000.0
3509,6.8,8700000.0
11662,5.7,6000000.0
70,7.7,30000000.0
205,7.5,17500000.0
118,6.7,150000000.0
421,7.1,50000000.0
2567,7.0,116000000.0
9833,7.0,70000000.0
693,6.1,80000000.0
11804,5.6,10000000.0
21259,6.3,1500000.0
22301,6.1,3950000.0
39472,4.7,30.0
16442,7.1,1400000.0
16220,6.4,1200000.0
11633,6.8,10000000.0
9947,4.9,43000000.0
6439,5.1,30000000.0
7214,7.3,30000000.0
19610,5.7,6000000.0
27549,4.6,6000000.0
10694,5.6,26000000.0
613,7.7,18339750.0
8978,6.0,30000000.0
11637,5.2,32000000.0
12142,3.1,20000000.0
11096,6.1,25000000.0
8968,4.6,20000000.0
6961,6.2,15000000.0
2436,3.9,3500000.0
4935,8.2,24000000.0
193704,7.5,500.0
8488,6.3,70000000.0
12228,6.8,2000000.0
561,6.6,100000000.0
17880,6.1,14000000.0
3040,6.3,4200000.0
29993,6.1,3000000.0
9470,7.2,20000000.0
10012,5.1,35000000.0
10022,5.8,56000000.0
4551,5.4,53000000.0
2026,6.2,52000000.0
9928,6.0,75000000.0
76264,0.0,12000000.0
33539,6.2,13000000.0
22377,5.8,7000000.0
13374,5.9,25000000.0
11638,5.5,35000000.0
44634,5.0,3000000.0
28448,6.4,5800000.0
17113,6.5,1500000.0
187,7.2,40000000.0
14177,5.4,25000000.0
7364,5.7,130000000.0
11431,5.9,30000000.0
16551,4.9,28000000.0
14689,5.8,15000000.0
84084,5.5,2995000.0
7453,6.6,50000000.0
10065,6.0,19000000.0
9393,7.3,4500000.0
16972,6.0,9200000.0
8976,6.5,30000000.0
11679,4.7,60000000.0
1495,6.6,130000000.0
10066,5.5,40000000.0
1640,7.2,6500000.0
43881,7.0,1300000.0
10027,6.6,45000000.0
1895,7.1,113000000.0
9981,5.6,45000000.0
4379,5.6,43000000.0
27,5.1,1000000.0
953,6.6,75000000.0
13064,6.1,2600000.0
12700,4.8,30000000.0
9291,6.2,82000000.0
34309,5.8,25000000.0
921,7.3,88000000.0
9779,6.3,25000000.0
9787,7.0,25000000.0
787,6.5,110000000.0
14199,4.4,50000000.0
12109,7.1,2000000.0
11620,7.0,8250000.0
272,7.5,150000000.0
11451,5.1,50000000.0
11683,6.0,15000000.0
9722,4.8,85000000.0
28000,6.8,1920000.0
38731,6.1,2515000.0
74,6.2,132000000.0
1667,6.9,8000000.0
7233,5.2,45000000.0
9009,5.3,30000000.0
9738,5.5,100000000.0
14278,6.9,300000.0
9522,6.4,40000000.0
1826,6.8,13000000.0
10476,6.9,8000000.0
11309,5.6,1500000.0
1635,6.5,126000000.0
13341,5.7,30000000.0
11459,5.8,35000000.0
10048,4.9,135000000.0
11648,5.8,30000000.0
16320,7.4,39000000.0
308,6.8,10000000.0
26579,5.7,74050.0
18882,4.0,7500000.0
6519,5.1,50000000.0
11453,4.6,22000000.0
9913,6.4,43000000.0
8292,6.7,45000000.0
13922,6.8,80000000.0
6957,6.2,26000000.0
11460,6.2,26000000.0
19404,9.1,13200000.0
14175,5.2,35000000.0
4442,5.6,88000000.0
9042,5.2,30000000.0
17926,4.5,9000000.0
1985,6.9,25000000.0
9335,6.2,32000000.0
9007,6.5,58000000.0
9777,6.2,20000000.0
1830,7.0,42000000.0
10092,5.6,1000000.0
340,7.4,7000000.0
8814,5.0,60000000.0
9923,6.0,50000000.0
7553,6.2,3000000.0
8202,5.4,62000000.0
1947,6.7,30000000.0
8643,6.3,19000000.0
9315,6.1,55000000.0
3933,7.2,40000000.0
59,6.9,32000000.0
257,6.7,50000000.0
15487,6.9,25000000.0
398,6.9,7000000.0
11968,5.8,50000000.0
14517,6.6,4000000.0
533,6.8,30000000.0
5236,7.2,15000000.0
9763,6.6,30000000.0
10017,5.9,2700000.0
27759,6.5,17000000.0
10707,6.9,1500000.0
9910,5.9,35000000.0
142,7.5,14000000.0
9621,6.1,57000000.0
9701,6.9,35000000.0
3291,6.8,7000000.0
16608,7.1,2000000.0
791,3.8,18000000.0
2610,5.7,10284523.0
8066,6.5,50000000.0
1656,5.9,75000000.0
6963,6.0,20000000.0
215,6.3,4000000.0
10799,5.5,24000000.0
1951,6.9,14200000.0
25763,5.0,17000000.0
25,6.6,72000000.0
9982,5.6,150000000.0
11661,7.2,22000000.0
10060,6.3,40000000.0
231,6.3,50000000.0
8999,6.1,22000000.0
4348,7.8,28000000.0
9885,6.1,1000000.0
674,7.5,150000000.0
69,7.3,28000000.0
1833,6.7,40000000.0
6795,6.1,65000000.0
24618,5.2,14000000.0
13499,5.7,45000000.0
116,7.2,15000000.0
411,6.7,180000000.0
254,6.6,207000000.0
1904,7.3,85000000.0
19058,4.1,15000000.0
9515,6.2,10000000.0
23478,6.5,12000000.0
8053,7.0,15000000.0
612,7.0,70000000.0
9899,6.1,45000000.0
546,6.9,1000000.0
2800,5.3,70000000.0
9641,5.8,60000000.0
7552,5.9,100000000.0
9687,6.5,169000.0
11400,6.4,30000000.0
10045,6.5,12000000.0
168705,3.6,25000000.0
1690,5.7,4800000.0
9044,6.4,31000000.0
17379,6.4,45000000.0
10982,6.0,15000000.0
834,6.4,50000000.0
14226,7.3,7500000.0
12701,5.3,28000000.0
1969,5.8,35000000.0
13275,6.0,26000000.0
11565,5.4,40000000.0
11283,6.4,25000000.0
9286,5.8,25000000.0
292,6.5,3000000.0
33061,4.9,1100000.0
9975,6.1,50000000.0
9754,5.6,45000000.0
10053,5.4,15000000.0
10263,5.1,4750000.0
9959,5.2,37665000.0
14256,6.7,3500000.0
9036,6.7,40000000.0
10073,3.6,20000000.0
7304,7.0,17000000.0
16781,6.0,6000000.0
9920,4.8,30000000.0
10025,5.8,28000000.0
9682,5.0,38000000.0
2207,6.2,55000000.0
6877,5.5,50000000.0
950,6.5,80000000.0
752,7.7,54000000.0
9655,6.4,20000000.0
9388,7.1,6500000.0
9950,6.5,13000000.0
388,7.3,45000000.0
868,6.9,3000000.0
14191,5.8,12000000.0
18009,4.8,2000000.0
1379,6.6,1380000.0
9792,6.1,15000000.0
10067,4.5,50000000.0
46828,3.8,25000000.0
582,7.9,2000000.0
12763,6.6,30000000.0
186,7.4,27000000.0
219,7.3,12899867.0
13751,6.7,8000000.0
10069,5.3,9000000.0
3093,4.6,70000000.0
9270,6.8,475000.0
13960,6.0,20000000.0
9389,6.7,18000000.0
8998,5.1,6500000.0
4257,5.3,45000000.0
2652,6.8,950000.0
39045,5.3,8000000.0
5820,5.8,60000000.0
9904,5.1,80000000.0
588,6.3,50000000.0
17247,5.6,1601792.0
9310,4.9,17000000.0
35545,6.1,558000.0
8982,6.8,6000000.0
956,6.5,150000000.0
9530,5.6,50000000.0
9829,6.9,15000000.0
7870,6.0,8000000.0
7518,6.3,80000000.0
503,5.5,160000000.0
591,6.5,125000000.0
36668,6.3,210000000.0
9767,5.6,52000000.0
18164,7.0,400000.0
920,6.6,120000000.0
9700,5.9,9600000.0
14167,5.7,1700000.0
806,5.3,25000000.0
9353,5.6,32000000.0
2044,6.5,40000000.0
9339,6.0,82500000.0
350,7.0,35000000.0
58,7.0,200000000.0
1819,5.4,54000000.0
2295,6.9,5000000.0
9697,5.3,75000000.0
1887,6.5,40000000.0
13508,7.2,1000000.0
1781,6.7,1000000.0
9615,6.1,85000000.0
1452,5.4,270000000.0
773,7.5,8000000.0
36576,3.6,11000000.0
1164,6.9,25000000.0
31915,5.4,12000000.0
9072,5.3,64000000.0
9297,6.3,75000000.0
326,5.1,33000000.0
512,6.4,4000000.0
9718,6.2,72500000.0
1593,6.4,110000000.0
1852,5.9,63000000.0
1262,7.1,30000000.0
43610,5.8,2160000.0
82,5.7,135000000.0
1402,7.7,55000000.0
9293,5.9,18000000.0
9906,5.5,50000000.0
47880,6.8,750000.0
1948,6.6,12000000.0
77221,5.9,40000000.0
5289,6.1,20000000.0
9907,5.3,51000000.0
9762,6.7,12000000.0
14113,4.9,35000000.0
15049,6.5,8000000.0
7859,6.5,700000.0
11559,6.3,12000000.0
59964,7.1,662141.0
9788,6.2,23000000.0
1491,7.1,40000000.0
1165,6.8,15000000.0
9988,5.8,17500000.0
9708,4.0,40000000.0
14351,4.2,5800000.0
9813,6.1,900000.0
1116,7.1,6500000.0
9954,5.2,20000000.0
13075,6.3,2000000.0
7512,6.3,30000000.0
1381,6.8,35000000.0
300,6.8,6000000.0
16411,6.3,1549000.0
9676,5.7,50000000.0
9766,6.6,30000000.0
5721,5.5,76000.0
1579,7.3,40000000.0
9664,6.3,60000000.0
12094,6.4,11000000.0
1717,5.7,55000000.0
15624,6.2,450000.0
496,6.5,18000000.0
1417,7.6,19000000.0
4643,6.8,70000000.0
7484,6.1,85000000.0
9842,5.6,20000000.0
1422,7.9,90000000.0
9794,5.4,12000000.0
9978,5.1,40000000.0
7510,5.8,12000000.0
1975,5.3,20000000.0
9895,5.8,20000000.0
8975,5.0,20000000.0
9672,6.4,13000000.0
15005,6.1,20000000.0
1440,6.9,26000000.0
28932,6.5,11.0
18925,6.6,100000.0
1523,7.4,6000000.0
1378,6.3,2000000.0
9693,7.4,76000000.0
1124,8.0,40000000.0
3683,6.7,90000000.0
14012,6.1,15000000.0
14097,6.8,9500000.0
214,6.1,10000000.0
21173,5.7,2000000.0
43884,6.8,1200000.0
11619,6.0,149000000.0
1427,7.1,50000000.0
13767,5.0,12000000.0
9726,6.5,35000000.0
10093,5.1,15000000.0
14799,5.9,12000000.0
36557,7.3,150000000.0
9836,5.9,100000000.0
9809,5.5,4000000.0
7551,6.6,75000000.0
1581,6.7,85000000.0
313,7.3,12000000.0
7873,6.3,2000000.0
2179,6.5,22000000.0
1372,7.4,100000000.0
9986,5.8,85000000.0
2486,4.9,100000000.0
1246,6.5,24000000.0
18615,5.8,16800000.0
12795,5.2,500000.0
11170,6.7,65000000.0
1247,6.3,85000000.0
1125,6.6,70000000.0
1646,7.6,21000000.0
8618,6.6,4000000.0
1259,6.9,15000000.0
9053,5.0,21000000.0
182,5.9,32000000.0
1251,7.2,19000000.0
9656,4.8,9000000.0
5393,4.6,47000000.0
14396,4.7,20000000.0
1931,6.1,13000000.0
13967,6.3,30000000.0
9992,6.0,86000000.0
8398,5.6,10000000.0
1265,7.0,60000000.0
27432,6.5,100000.0
10758,6.6,2000000.0
13668,5.8,25000000.0
7516,6.4,17000000.0
9760,3.2,20000000.0
9966,5.6,16000000.0
1248,6.0,50000000.0
9757,5.0,60000000.0
2062,7.5,150000000.0
2266,6.7,13000000.0
5172,6.2,13000000.0
37725,6.3,15500000.0
40973,4.8,5000000.0
2016,6.7,14500000.0
9828,6.4,3700000.0
9958,6.8,5000000.0
1250,5.2,110000000.0
16555,6.6,10000000.0
11172,6.2,40000000.0
3594,6.3,30000000.0
10090,5.6,10000000.0
7874,6.6,15000000.0
13185,6.2,994000.0
4638,7.4,12000000.0
1738,5.9,70000000.0
14375,7.3,818418.0
31659,6.1,13000000.0
1949,7.3,65000000.0
41393,4.0,2000000.0
1271,7.0,65000000.0
14055,6.7,8.0
1255,6.7,11000000.0
2977,6.9,16500000.0
16727,6.8,12000000.0
14434,5.0,11000000.0
9963,5.8,20000000.0
14001,6.2,20000000.0
2355,7.1,20000000.0
7485,6.9,61000000.0
1273,6.0,34000000.0
9075,7.2,21000000.0
8270,6.6,16000000.0
1683,5.4,40000000.0
1267,6.7,150000000.0
13249,6.4,18000000.0
1272,7.0,50000000.0
9903,6.4,25000000.0
11515,6.6,50000000.0
7183,5.4,60795000.0
8271,6.6,20000000.0
1534,5.4,45000000.0
18777,5.5,15500000.0
1441,5.5,25000000.0
10294,6.0,19000000.0
13067,5.8,10000000.0
1268,6.1,25000000.0
9785,6.0,30000000.0
559,5.9,258000000.0
37933,6.5,22000000.0
49081,6.1,8000000.0
2269,6.2,4200000.0
11798,7.4,2380000.0
4964,6.2,30000000.0
2976,6.5,50000000.0
1562,6.5,15000000.0
810,6.0,160000000.0
5723,7.4,160000.0
285,6.9,300000000.0
12526,6.0,4000000.0
3432,6.8,20000000.0
15568,6.0,9000000.0
3489,5.7,30000000.0
298,6.5,85000000.0
14064,6.7,2000000.0
18206,6.2,1000000.0
1691,5.6,10200000.0
9408,5.9,85000000.0
1979,5.4,130000000.0
10288,6.6,8000000.0
1991,6.7,25000000.0
43353,3.5,16000.0
9952,6.9,10000000.0
17320,6.0,2000000.0
54934,5.9,250000.0
2359,7.3,9000000.0
442,6.0,2224000.0
1988,6.7,16000000.0
3021,6.5,25000000.0
2196,6.9,9000000.0
1571,6.4,110000000.0
2959,5.3,35000000.0
2698,5.3,175000000.0
1858,6.6,150000000.0
14125,4.4,17000000.0
675,7.4,150000000.0
3563,5.8,85000000.0
2270,7.2,70000000.0
35,6.9,75000000.0
5857,4.0,12000000.0
3638,6.1,28000000.0
2503,7.3,70000000.0
8141,6.2,4000000.0
8363,7.0,20000000.0
5174,6.1,140000000.0
9703,5.0,67000000.0
10760,6.0,16500000.0
4349,6.5,70000000.0
14144,4.4,6000000.0
4858,5.7,80000000.0
10431,6.0,25000000.0
12435,6.1,20000000.0
2082,5.9,15000000.0
11835,6.4,20000000.0
13501,5.7,15000000.0
5176,6.9,55000000.0
4141,6.3,39000000.0
4347,7.4,30000000.0
2009,7.4,852510.0
12901,7.3,2000000.0
4413,6.4,70000000.0
6973,6.6,23000000.0
7913,7.2,2200000.0
15019,5.7,24000000.0
4629,6.2,4000000.0
2252,7.2,51500000.0
13072,5.8,8000000.0
10425,5.8,22000000.0
7737,6.1,45000000.0
10030,5.6,25000000.0
5915,7.8,15000000.0
13680,6.0,22000000.0
9038,5.7,60000000.0
7211,6.5,25000000.0
4538,7.1,16000000.0
2001,6.5,21000000.0
4517,6.6,55000000.0
4566,6.6,25000000.0
6615,7.1,12000000.0
4513,6.2,30000000.0
5125,6.2,27500000.0
3877,6.7,16000000.0
4771,7.2,19000000.0
4512,7.0,30000000.0
13197,6.3,8000000.0
2014,6.6,3800000.0
17202,6.1,15000000.0
663,5.9,10000000.0
4982,7.4,100000000.0
5559,5.7,150000000.0
7972,6.9,18000000.0
2013,7.5,14000000.0
6977,7.7,25000000.0
10520,6.0,1000000.0
5123,7.2,25000000.0
43987,6.8,3.0
4515,6.0,35000000.0
5375,5.5,100000000.0
2310,5.5,70000000.0
6639,6.5,45000000.0
4723,5.2,17000000.0
20714,6.6,4000000.0
5876,6.7,18000000.0
4523,6.6,85000000.0
1620,5.9,24000000.0
13474,5.7,8000000.0
8079,7.2,9100000.0
13483,6.3,86000000.0
2268,5.8,180000000.0
6479,6.9,150000000.0
6477,5.5,60000000.0
3902,6.6,20000000.0
7326,7.0,7500000.0
1989,6.1,10000000.0
11600,6.2,5000000.0
46902,6.0,900000.0
25784,5.0,1300000.0
7350,7.0,45000000.0
7979,7.3,20000000.0
13885,7.0,50000000.0
6637,6.1,130000000.0
7345,7.9,25000000.0
6538,6.5,75000000.0
440,4.9,40000000.0
6575,6.6,35000000.0
14047,6.9,15000000.0
54318,6.3,40000000.0
6023,7.0,30000000.0
6557,6.1,30000000.0
7508,7.7,2600000.0
10253,4.0,70000000.0
8329,7.1,1500000.0
13195,6.6,20000000.0
7191,6.4,25000000.0
8090,5.9,35000000.0
7555,6.4,50000000.0
7278,3.8,30000000.0
9030,5.5,12000000.0
13059,5.9,50000.0
11253,6.5,85000000.0
8321,7.4,15000000.0
62652,6.4,2000000.0
19384,5.5,7000000.0
13490,5.7,35000000.0
8676,5.4,70000000.0
37003,6.7,15000000.0
8247,5.9,85000000.0
7461,6.3,40000000.0
8204,6.3,90000000.0
8328,6.5,23000000.0
14073,7.6,8376800.0
7942,6.2,10000000.0
13362,6.6,1000000.0
7840,5.1,105000000.0
8848,6.6,20000000.0
13460,5.8,30000000.0
12222,6.3,85000000.0
8461,6.3,15000000.0
12246,6.5,18000000.0
12177,4.3,62000000.0
13025,5.4,2000000.0
2239,6.8,8000000.0
14011,6.6,3500000.0
8944,5.2,25000000.0
28260,5.9,2000000.0
155,8.3,185000000.0
46883,6.6,2500.0
8456,6.5,20000000.0
13495,5.6,24000000.0
27323,5.2,300000.0
8065,6.5,35000000.0
12890,5.8,7000000.0
4942,5.7,58000000.0
14044,7.1,16000000.0
11483,6.2,40000000.0
8988,6.1,25000000.0
7351,7.2,6000000.0
10488,5.6,37000000.0
9870,6.4,30000000.0
11918,4.9,35000000.0
1266,6.3,20000000.0
13335,6.2,12000000.0
7459,5.7,120000000.0
1729,6.3,55000000.0
14324,4.3,38000000.0
13258,6.7,4000000.0
13018,5.7,25000000.0
8780,5.8,30000000.0
13359,4.1,3500000.0
1726,7.4,140000000.0
10761,6.0,40000000.0
43664,5.0,600000.0
8681,7.2,25000000.0
13001,6.9,7000000.0
13243,5.9,5000000.0
9029,5.8,35000000.0
2454,6.3,225000000.0
13191,5.6,5000000.0
217,5.7,185000000.0
4564,6.0,65000000.0
10665,6.0,9000000.0
9502,6.9,130000000.0
10661,5.5,90000000.0
9789,6.7,5000000.0
15691,6.0,5000000.0
8645,4.9,60000000.0
1724,6.1,150000000.0
13405,6.5,40000000.0
10681,7.8,180000000.0
8909,6.4,75000000.0
8960,6.2,150000000.0
15728,6.0,500000.0
11665,6.0,80000000.0
27506,6.2,259000.0
27505,5.8,103000.0
13990,6.2,6000000.0
11631,6.4,52000000.0
8265,6.7,11000000.0
13614,6.7,5200000.0
88751,5.8,45000000.0
11260,5.1,60000000.0
13910,5.5,20000000.0
16007,6.8,20000000.0
6687,6.5,15000000.0
11802,5.1,37000000.0
13183,7.0,130000000.0
12133,6.5,65000000.0
12568,6.2,20000000.0
8836,5.5,30000000.0
16725,5.9,700000.0
1735,5.2,145000000.0
10187,5.8,21000000.0
10185,6.0,15000000.0
13996,6.6,5000000.0
5038,6.7,15000000.0
10189,6.6,27000000.0
12289,7.1,80341000.0
10188,6.1,27000000.0
11671,6.4,13000000.0
7446,6.5,92000000.0
12180,5.8,8500000.0
13256,5.1,8000000.0
8885,7.8,2000000.0
13310,7.5,4000000.0
10483,6.0,45000000.0
12620,5.6,25000000.0
10186,5.6,15000000.0
13515,6.0,35000000.0
13637,6.3,3800000.0
4944,6.5,37000000.0
13805,3.1,25000000.0
9381,5.4,70000000.0
13291,6.6,22000000.0
13991,4.8,7000000.0
13972,4.6,16000000.0
15206,4.1,3500000.0
8285,4.7,60000000.0
13184,5.0,45000000.0
13484,6.0,79000.0
13389,5.9,60000000.0
13279,5.9,20000000.0
38140,6.0,4002313.0
12690,6.3,20000000.0
12412,6.3,45000000.0
13027,6.3,80000000.0
13092,6.2,27000000.0
12182,6.4,9000000.0
3097,7.8,10000000.0
12113,6.5,70000000.0
13600,6.2,55000000.0
30266,6.0,200000.0
13051,5.2,35000000.0
10358,6.1,24000000.0
10523,6.0,25100000.0
13596,5.4,20000000.0
12837,7.4,11000000.0
13948,4.1,20000000.0
7735,7.5,7500000.0
13812,5.6,12000000.0
13150,6.3,30000000.0
14325,7.1,40000000.0
13809,6.9,18000000.0
10527,6.2,150000000.0
13506,6.8,2000000.0
8338,6.4,25000000.0
3580,7.3,55000000.0
20766,6.8,32000000.0
12405,7.6,15000000.0
10764,6.1,200000000.0
15373,6.4,28000000.0
13672,6.6,6000000.0
11917,6.0,10800000.0
13523,6.0,19000000.0
15749,4.8,6000000.0
14405,4.9,20000000.0
6972,6.3,130000000.0
13053,6.3,150000000.0
10139,7.1,20000000.0
8966,5.8,37000000.0
13387,5.9,30000000.0
12193,5.3,80000000.0
14574,7.7,12500000.0
10900,6.0,3500000.0
14438,7.0,500000.0
14248,5.6,25000000.0
13056,5.6,20500000.0
