Id,Vote Average, Budget 
9481,6.5,73000000.0
9008,7.3,90000000.0
16281,6.7,8000000.0
16288,5.9,3500000.0
1694,7.0,900000.0
476,7.0,2500000.0
37094,7.2,25000000.0
73969,8.0,483103.0
21610,6.4,5000000.0
957,6.7,22700000.0
11886,7.0,15000000.0
62204,7.2,12000000.0
11040,7.5,15000000.0
1621,7.1,40600000.0
47941,4.9,20000000.0
21349,5.9,23000000.0
1832,6.8,10000000.0
10047,6.2,60000000.0
10228,6.7,30000000.0
9289,7.3,10000000.0
11165,6.9,25485000.0
4203,7.6,700000.0
24226,7.4,16000000.0
2668,6.9,100000000.0
36643,6.0,135000000.0
99,7.4,8272296.0
5156,8.0,133000.0
24276,7.2,4000000.0
11393,7.0,28000000.0
10998,6.6,14000000.0
36094,5.7,23000000.0
9013,7.2,30000000.0
2924,6.4,75000000.0
177,7.2,24000000.0
38557,6.5,18000000.0
9946,5.5,100000000.0
863,7.3,90000000.0
22267,6.6,38000000.0
55123,6.2,312000.0
20024,6.6,23000000.0
9586,5.3,47000000.0
32669,6.2,19000000.0
10402,5.4,17000000.0
497,8.2,60000000.0
1715,6.9,24000000.0
25188,7.6,1300000.0
2277,6.9,100000000.0
10137,5.8,133000000.0
49948,7.0,80000000.0
334,7.5,37000000.0
30237,5.8,14000000.0
50116,5.3,10000000.0
9563,6.8,55000000.0
1850,6.9,82000000.0
926,6.9,45000000.0
1213,7.1,40000000.0
10471,6.5,11000000.0
10400,7.2,50000000.0
10397,7.0,25.0
20761,5.7,24000000.0
10384,4.9,90000000.0
48233,8.1,24554.0
5924,7.8,12000000.0
10493,6.6,10000000.0
13342,7.0,4500000.0
35119,6.4,15000000.0
14919,7.4,6000000.0
47620,6.4,250000.0
75531,4.6,36000000.0
1883,7.3,34000000.0
2005,6.5,31000000.0
6279,5.9,38000000.0
11087,6.5,11700000.0
7305,6.7,32000000.0
9475,7.3,31000000.0
8872,6.5,20000000.0
11287,6.8,40000000.0
9869,6.4,45000000.0
619,6.2,25000000.0
9374,6.3,55000000.0
11259,6.3,60000000.0
1923,7.3,10000000.0
10206,5.3,7000000.0
9367,6.6,220000.0
12143,6.9,1000000.0
4234,5.7,40000000.0
9605,6.0,16000000.0
8374,7.2,6000000.0
29076,5.4,10000000.0
1907,6.3,40000000.0
15655,6.3,30000000.0
77908,4.5,200000.0
14181,6.5,26000000.0
10385,5.0,40000000.0
2787,6.7,23000000.0
2069,6.3,41300000.0
901,8.2,1500000.0
10098,8.0,250000.0
2155,5.3,42000000.0
47816,5.9,6000000.0
25166,5.4,16000000.0
1831,4.3,25000000.0
14271,7.8,2053648.0
11296,6.9,12000000.0
28172,5.3,24500.0
2067,5.7,90000000.0
622,6.3,38000000.0
20283,7.4,2300000.0
5693,7.1,9000000.0
287,6.6,7000000.0
968,7.6,1800000.0
838,6.9,777000.0
820,7.5,40000000.0
918,5.6,18000000.0
61178,5.5,12000000.0
16535,6.2,1805000.0
462,7.1,52000000.0
9532,6.4,23000000.0
1541,7.2,16000000.0
8469,7.0,2700000.0
925,7.6,6500000.0
41823,6.3,10000000.0
1713,6.0,14000000.0
13939,7.0,3000000.0
14373,6.1,2000000.0
24873,6.1,9000000.0
34746,5.0,5000000.0
996,8.0,927262.0
1496,4.7,6000000.0
1498,6.5,13500000.0
1497,5.8,25000000.0
1499,5.1,21000000.0
1880,6.4,4200000.0
33762,6.9,8700000.0
11690,6.6,1500000.0
29143,5.7,7000000.0
801,7.1,13000000.0
1879,7.6,4000000.0
2085,6.0,25000000.0
16222,5.1,15000000.0
37722,6.5,8500000.0
3082,8.1,1.0
24748,7.4,2500000.0
990,7.6,2000000.0
840,7.2,20000000.0
2291,7.3,25000000.0
16620,6.8,6500000.0
526,6.8,20000000.0
13346,6.4,6000000.0
243,7.0,30000000.0
10501,7.0,95000000.0
11478,5.7,15000000.0
6644,7.2,4653000.0
879,6.7,70000000.0
11327,7.6,2300000.0
1700,7.6,20000000.0
54087,5.2,43000000.0
34322,5.7,13000000.0
10774,7.8,3800000.0
10083,6.9,15000000.0
10747,7.4,3700000.0
38809,4.6,10000000.0
10559,7.0,31000000.0
20697,4.7,24000000.0
2621,6.1,24000000.0
10479,6.0,60000000.0
17339,6.4,5000000.0
13665,6.5,7000000.0
12309,5.8,6000000.0
106,7.3,18000000.0
10333,5.9,30000000.0
1359,7.3,7000000.0
4967,5.9,30000000.0
10557,6.5,3800000.0
10518,7.2,6500000.0
11977,6.7,6000000.0
18041,5.6,14000000.0
14736,7.5,20000000.0
3536,6.1,62000000.0
1443,7.1,6000000.0
10424,5.8,20000000.0
889,4.4,83000000.0
10564,6.9,15000000.0
15723,6.8,7000000.0
452,6.7,2500000.0
39283,3.9,1000000.0
98,7.9,103000000.0
11129,6.8,600000.0
38925,5.7,160000.0
5491,3.0,44000000.0
10560,6.8,18000000.0
10688,6.0,2000000.0
5683,6.6,6000000.0
10567,6.2,127500000.0
9285,5.9,16000000.0
21879,6.4,2500000.0
98502,3.4,2000000.0
955,5.9,125000000.0
8584,6.2,55000000.0
962,7.7,923000.0
668,6.5,6500000.0
691,6.6,14000000.0
698,5.9,34000000.0
682,6.4,7000000.0
9600,5.6,30000000.0
2768,5.9,4800000.0
10911,7.3,6000000.0
23939,6.0,25000000.0
11072,7.2,2600000.0
985,7.5,10000.0
938,7.8,600000.0
1551,6.3,26000000.0
10246,6.1,4000000.0
19698,5.2,6500000.0
23919,5.0,9000000.0
169,6.0,35000000.0
865,6.4,27000000.0
9663,6.6,22000000.0
10128,5.9,16000000.0
9659,6.6,400000.0
8810,7.3,2000000.0
9355,5.9,12305523.0
635,7.0,17000000.0
10068,5.8,17000000.0
11495,5.9,15000000.0
10117,4.9,7000000.0
9679,6.1,90000000.0
51333,5.4,13000000.0
482,6.5,4000000.0
592,7.5,1600000.0
12611,6.2,5500000.0
9040,7.5,3000000.0
25364,7.9,1821052.0
5121,6.4,3000000.0
6978,7.1,25000000.0
10571,5.4,16000000.0
479,5.5,46000000.0
7450,6.3,75000000.0
31023,7.2,3000000.0
7443,6.5,45000000.0
2123,6.1,51000000.0
2024,6.8,110000000.0
17711,3.9,76000000.0
2133,6.2,120000000.0
15379,5.2,1500000.0
12764,5.0,2410000.0
16094,6.1,2500000.0
494,5.4,2142000.0
493,6.1,1978000.0
4244,6.0,65000000.0
4247,6.0,19000000.0
20770,6.5,1200000.0
1788,6.4,8200000.0
32275,6.2,6000000.0
36657,6.8,75000000.0
36047,4.7,15000000.0
2655,6.3,100000000.0
12599,6.4,30000000.0
11940,6.3,3500000.0
10276,6.7,35000000.0
11624,6.6,2000000.0
11686,7.5,3000000.0
12107,4.7,84000000.0
6282,5.8,45000000.0
9383,5.6,95000000.0
5551,6.3,65000000.0
2360,6.3,10000000.0
33408,5.5,6000000.0
11589,7.2,4000000.0
15158,6.3,3000000.0
26515,5.9,3500000.0
39473,5.2,30000000.0
8843,6.0,33000000.0
10643,5.9,1000000.0
37136,7.1,12000000.0
37137,6.6,23000000.0
3110,7.3,3100000.0
9651,4.7,35000000.0
11398,5.6,40000000.0
1588,5.8,28000000.0
12211,4.4,25000000.0
1619,6.4,8500000.0
786,7.4,60000000.0
10562,6.4,25000000.0
12212,4.4,14000000.0
16,7.7,12800000.0
22597,6.3,1000000.0
10637,7.4,30000000.0
9003,6.9,1000000.0
9064,6.3,3000000.0
11569,5.3,5000000.0
2160,5.4,1580000.0
2161,6.7,5115000.0
10461,4.8,63600000.0
1597,6.6,55000000.0
641,7.9,4500000.0
16888,5.7,24000000.0
18498,4.2,1000000.0
71,7.4,5000000.0
1636,5.6,48000000.0
10647,7.0,40000000.0
24100,6.0,22000000.0
4327,5.6,92000000.0
4958,6.4,80000000.0
11978,7.0,32000000.0
8870,5.4,80000000.0
681,6.3,7200000.0
8452,5.7,82000000.0
10862,5.5,35000000.0
8871,6.2,123000000.0
16340,6.0,30.0
10481,5.1,85000000.0
10876,6.8,13500000.0
9741,6.9,75000000.0
146,7.2,17000000.0
11849,3.9,35000000.0
11678,5.9,75000000.0
2669,6.5,25000000.0
708,6.2,40000000.0
1857,7.1,6000000.0
10673,7.0,15000000.0
2604,6.7,14000000.0
10132,6.7,4000000.0
11064,6.5,20000000.0
107,7.7,10000000.0
40820,5.1,15000000.0
392,6.8,25000000.0
8859,5.3,13000000.0
11688,7.2,100000000.0
12509,6.6,6.0
3981,6.1,70000000.0
711,7.0,43000000.0
2046,6.4,10000000.0
8358,7.5,90000000.0
25520,6.4,10000000.0
1493,6.1,45000000.0
134,7.3,26000000.0
10577,4.6,28000000.0
11973,6.9,80000000.0
1900,6.9,48000000.0
10873,6.6,8000000.0
15739,6.2,50000000.0
15413,5.8,10000000.0
11209,6.5,12000000.0
13715,6.7,6500000.0
9989,5.8,30000000.0
9816,6.3,13000000.0
20637,6.8,1000000.0
5955,6.6,35000000.0
16723,5.7,11000000.0
2018,5.4,35000000.0
10937,7.3,3000000.0
96,6.1,20000000.0
90,6.8,15000000.0
12919,6.7,1800000.0
15785,6.0,10000000.0
10110,7.3,35000000.0
18935,5.5,3000000.0
764,7.3,350000.0
12704,4.3,55000000.0
580,3.5,23000000.0
13703,6.1,1.0
1547,6.8,8500000.0
10019,5.5,6000000.0
11649,5.1,22000000.0
13509,6.8,12000000.0
24940,5.3,14000000.0
9740,6.4,87000000.0
10878,5.4,22000000.0
19405,6.6,10000000.0
1921,6.4,40000000.0
23685,4.2,75000000.0
12138,5.8,62000000.0
6073,5.8,57000000.0
82103,6.5,1900000.0
2749,5.7,60000000.0
2428,6.5,20000000.0
22013,7.3,3000000.0
14460,5.9,2000000.0
17466,5.4,4000000.0
9594,5.3,15000000.0
2453,6.1,23000000.0
33676,4.5,7000000.0
4587,6.5,31000000.0
11454,6.8,15000000.0
4192,6.7,7920000.0
4985,6.4,2900000.0
23730,5.3,1250000.0
853,7.2,68000000.0
10877,5.3,50000000.0
77,8.1,9000000.0
10054,5.5,35000000.0
10646,4.9,11000000.0
2575,6.2,21000000.0
55,7.6,2000000.0
2043,6.1,60000000.0
4133,7.4,53000000.0
10991,6.0,16000000.0
26791,7.3,1000000.0
634,6.6,25000000.0
10956,5.5,17700000.0
9290,4.7,21150000.0
111,8.0,25000000.0
10477,4.5,94000000.0
24113,4.1,90000000.0
1734,6.0,98000000.0
8095,6.7,31115000.0
849,5.8,27000000.0
11307,6.9,17000000.0
78133,7.0,12000000.0
25221,6.5,40000000.0
9062,6.6,2200000.0
9476,6.6,65000000.0
5852,5.5,53000000.0
808,7.3,60000000.0
824,7.4,52500000.0
676,6.6,140000000.0
22414,6.3,22000000.0
1406,6.2,27000000.0
1632,7.4,15000000.0
966,7.4,2000000.0
11896,6.0,14000000.0
5923,7.2,12000000.0
11090,4.6,22000000.0
9397,5.7,80000000.0
9705,6.1,102000000.0
10364,6.7,18000000.0
1089,6.9,24000000.0
17494,5.8,23000000.0
29393,6.1,90000.0
9576,6.9,21000000.0
10865,6.7,120000000.0
1995,5.7,115000000.0
10808,4.9,70000000.0
9799,6.6,38000000.0
644,6.8,100000000.0
16161,7.3,16000000.0
10691,6.6,13000000.0
10992,5.0,60000000.0
2140,6.4,25000000.0
4248,5.4,45000000.0
11286,6.2,18000000.0
15875,6.0,2686000.0
23439,6.5,270000.0
11697,7.4,3200000.0
19200,7.0,14000000.0
11536,6.8,4000000.0
10339,6.9,4500000.0
13938,6.4,10000000.0
10540,6.2,16000000.0
9462,7.4,130000.0
2114,5.9,137000000.0
8835,6.2,18000000.0
11371,6.7,68000000.0
15745,6.3,5000000.0
9395,5.9,7500000.0
14506,6.9,46630000.0
5333,6.9,4000000.0
59797,5.3,4000000.0
19382,6.4,20000000.0
9599,6.3,19000000.0
94440,5.3,8000000.0
110428,7.0,3512454.0
7520,5.7,20000000.0
10126,6.6,6000000.0
9602,6.5,39000000.0
3980,5.9,2000000.0
10127,5.0,4500000.0
26386,4.9,6000000.0
10675,6.6,20000000.0
2617,6.4,24000000.0
30690,5.1,9000000.0
11347,5.8,2500000.0
12144,7.0,12300000.0
13704,6.1,8000000.0
12120,5.3,20000000.0
38617,5.6,12000000.0
51321,5.7,8000000.0
9604,5.8,29000000.0
24929,5.8,6200000.0
10925,7.3,4000000.0
24266,6.9,3500000.0
11503,6.2,7000000.0
38560,5.6,16000000.0
8337,7.1,4000000.0
9493,5.7,15000000.0
11352,6.0,31000000.0
12500,5.5,1000000.0
45225,5.9,5000000.0
1648,6.7,10000000.0
4105,6.2,30000000.0
10142,6.8,22500000.0
10134,4.9,500000.0
21291,5.6,19000000.0
2210,5.5,10000000.0
20713,5.9,16000000.0
9085,5.7,30000000.0
505,6.1,20000000.0
10345,5.5,17000000.0
10222,6.3,1500000.0
14372,6.0,25000000.0
15138,5.6,7000000.0
9972,6.2,24000000.0
9494,5.8,7500000.0
9942,6.7,11000000.0
24739,7.2,3000000.0
27418,5.0,12000000.0
39002,5.6,8000000.0
12663,4.9,16000000.0
331,5.7,93000000.0
327,6.8,12000000.0
869,5.6,100000000.0
36095,7.4,20000.0
196859,6.0,400000.0
2171,6.4,5000000.0
10135,6.3,15000000.0
12150,6.7,19000000.0
11185,6.4,18000000.0
12521,5.5,5000000.0
9618,6.1,55000000.0
31608,6.0,15000000.0
2616,6.6,15000000.0
7091,6.0,2000000.0
183,6.1,6000000.0
2148,6.5,58000000.0
2057,5.8,42000000.0
9880,6.5,37000000.0
5175,6.4,90000000.0
20391,6.3,20000000.0
11542,6.7,15000000.0
2770,6.0,30000000.0
12610,6.0,75000000.0
13496,5.7,35000000.0
10972,6.2,1500000.0
1722,5.6,57000000.0
9896,6.0,48000000.0
2294,6.4,22000000.0
10016,4.8,28000000.0
26602,4.8,34000000.0
8922,6.1,10000000.0
34223,5.9,1900000.0
11370,5.2,40000000.0
12508,6.0,57000000.0
18734,6.7,700000.0
2176,5.4,30000000.0
20857,6.3,32000000.0
2185,6.3,40000000.0
10696,3.4,22000000.0
2034,7.3,45000000.0
31016,5.6,1000000.0
11576,7.0,9400000.0
15393,6.5,725000.0
248,7.3,2900000.0
13766,5.8,18000000.0
12103,6.0,50000000.0
11313,6.5,31000000.0
9398,6.1,28000000.0
10866,6.3,23000000.0
34549,5.4,12000000.0
9778,6.6,28000000.0
16121,6.8,4500000.0
16769,7.2,15000000.0
3172,6.2,75000000.0
17708,4.1,11000000.0
1018,7.7,15000000.0
11380,4.3,10000000.0
984,7.4,4000000.0
14811,7.4,9000000.0
768,6.6,35000000.0
2100,7.0,72000000.0
11091,6.5,48000000.0
167,7.1,48000000.0
141,7.7,6000000.0
11456,5.4,75000000.0
585,7.5,115000000.0
10796,5.7,49000000.0
23949,6.9,100000.0
9889,5.7,40000000.0
13408,5.3,7000000.0
671,7.5,125000000.0
20794,6.0,6000000.0
14369,5.8,24000000.0
1535,6.8,92000000.0
1433,7.2,4500000.0
16085,6.9,14000000.0
10656,6.3,2000000.0
72277,6.8,810000.0
11033,6.8,6500000.0
3604,6.1,35000000.0
10649,6.7,9000000.0
17689,6.6,5500000.0
14854,5.5,5000000.0
10650,6.5,22000000.0
8007,6.0,40000000.0
161,7.2,85000000.0
194,7.8,10000000.0
11397,5.5,16000000.0
1903,6.5,68000000.0
9428,7.4,21000000.0
24264,5.0,25000000.0
27150,5.0,4500000.0
26978,5.1,15000000.0
8386,6.4,12000000.0
12589,5.6,25000000.0
120,8.0,93000000.0
11086,6.6,72000000.0
453,7.7,60000000.0
37257,8.1,3000000.0
8489,6.7,107000000.0
855,7.2,92000000.0
10269,6.2,12000000.0
5279,6.8,19800000.0
10950,7.2,22000000.0
1365,6.6,4000000.0
24206,5.0,15000000.0
6312,6.6,29000000.0
11595,5.8,38000000.0
848,6.5,18000000.0
9610,5.8,18000000.0
15035,6.2,1200000.0
33155,3.3,5500000.0
150,6.5,12000000.0
15050,6.3,15000000.0
10423,6.8,14000000.0
651,6.9,3500000.0
18647,6.2,6000000.0
11362,7.3,35000000.0
2637,6.1,32000000.0
10229,7.5,11000000.0
50819,5.3,344.0
9606,6.8,14500000.0
31674,5.1,13000000.0
20009,5.4,14000000.0
47871,0.0,24000000.0
11870,5.6,15000000.0
9884,5.5,85000000.0
11212,5.8,50000000.0
69928,4.4,19000000.0
17130,4.7,12000000.0
10592,5.9,70000000.0
8470,7.0,36000000.0
16690,6.1,20000000.0
39939,6.6,3000000.0
9272,6.2,17000000.0
14475,6.3,8000000.0
10052,6.2,60000000.0
11979,5.5,35000000.0
23479,7.0,35000000.0
10590,6.7,75000000.0
46717,5.1,45000000.0
35614,4.4,23000000.0
17058,7.7,1202007.0
13950,5.9,14000000.0
2135,5.8,80000000.0
15186,4.8,2000000.0
10935,6.5,44000000.0
14729,6.6,10000000.0
425,7.1,59000000.0
1576,6.4,33000000.0
5851,5.3,85000000.0
15647,5.9,1000000.0
1391,7.3,5000000.0
13006,5.8,7.0
10627,6.5,14000000.0
36586,6.3,54000000.0
15028,4.9,26000000.0
4547,6.6,48000000.0
14635,6.5,20000000.0
1791,7.2,3000000.0
11560,6.1,42000000.0
11452,5.9,5000000.0
548,8.0,250000.0
1537,5.9,45000000.0
12149,7.0,11000000.0
11812,5.3,43000000.0
35080,6.0,7000000.0
441,6.1,6000000.0
8346,6.2,5000000.0
31671,6.4,1000000.0
11892,6.0,50000000.0
9334,5.3,60000000.0
11470,4.5,11000000.0
16643,5.7,40000000.0
11468,7.0,18000000.0
19085,5.3,120000.0
28117,5.5,18000000.0
46691,5.4,106000.0
48482,5.5,9000000.0
557,6.8,139000000.0
32221,6.4,7500000.0
12227,6.5,14000000.0
2251,6.3,50000000.0
11240,6.6,860000.0
245,6.6,27000000.0
1894,6.4,120000000.0
4012,6.8,1500000.0
15417,6.2,5.0
1957,6.2,38000000.0
320,6.8,46000000.0
9023,7.4,80000000.0
4614,5.9,68000000.0
12277,5.5,25000000.0
13153,6.2,10000000.0
3132,5.4,70000000.0
13245,6.3,1934000.0
2501,7.3,60000000.0
9637,5.4,84000000.0
12100,5.8,115000000.0
27945,7.2,5860000.0
30194,6.1,18000000.0
13909,7.1,1600000.0
11544,7.1,80000000.0
180,7.1,102000000.0
2022,5.6,50000000.0
50035,6.3,250000.0
608,6.1,140000000.0
59387,5.6,10000000.0
6278,6.0,60000000.0
4147,7.3,80000000.0
49370,3.9,19000000.0
1842,5.6,100000.0
11442,4.5,13000000.0
8665,6.1,100000000.0
10996,5.4,120000000.0
818,5.9,63000000.0
29047,7.3,40000.0
45861,6.4,1900000.0
39141,5.5,150000.0
8764,7.0,9000000.0
2675,6.4,72000000.0
9488,5.3,38000000.0
9962,6.1,8000000.0
9573,6.1,50000000.0
7451,5.8,70000000.0
20337,5.0,3000000.0
11692,4.4,100000000.0
9266,5.6,25000000.0
8653,6.9,50000.0
30072,6.5,25000000.0
9357,6.6,12000000.0
12771,5.0,29000000.0
15070,6.1,20000000.0
10323,6.8,15000000.0
9595,6.4,26000000.0
79783,4.9,8500000.0
9941,5.9,14000000.0
39833,5.5,1000000.0
10725,6.0,17000000.0
9544,3.2,40000000.0
13536,5.7,40000000.0
20616,5.0,8500000.0
10611,6.2,12000000.0
4108,6.6,21000000.0
9685,6.5,9000000.0
14361,5.6,24000000.0
12262,6.1,230000.0
34086,4.8,3000000.0
10550,4.3,70000000.0
9093,6.5,35000000.0
9039,5.8,30000000.0
11013,6.8,4000000.0
129,8.3,15000000.0
11529,6.1,30000000.0
31005,6.4,21000000.0
9533,6.7,78000000.0
24348,7.4,2500000.0
37606,6.7,33000000.0
53049,5.2,130000.0
37964,7.0,8000000.0
7501,5.9,15000000.0
13768,6.4,15000000.0
1430,7.3,4000000.0
8051,6.9,25000000.0
12779,4.8,10000000.0
15992,4.6,25000000.0
1613,5.9,28.0
565,6.5,48000000.0
14112,6.1,7000000.0
21925,6.1,3000000.0
10285,4.2,3000000.0
11009,6.5,3500000.0
10805,4.7,22000000.0
47942,7.0,20000000.0
15668,5.2,20000000.0
19429,6.8,12000000.0
21294,5.0,10000000.0
11644,7.3,18000000.0
24274,6.1,3000000.0
11646,7.1,3000000.0
16124,8.5,300000.0
42149,5.7,6500000.0
73247,3.8,10000000.0
38665,3.7,18000000.0
19507,5.2,8500000.0
17450,6.3,22000000.0
41280,6.3,2800000.0
9645,5.3,35000000.0
9012,6.1,5000000.0
31668,6.1,15000000.0
1360,7.3,12000000.0
12208,5.3,12000000.0
1941,6.9,4000000.0
8427,5.2,70000000.0
9021,5.5,65000000.0
13526,5.6,16000000.0
9280,6.2,35000000.0
65,6.8,41000000.0
10712,6.9,13500000.0
672,7.4,100000000.0
34341,4.6,7500000.0
13888,5.2,11000000.0
43089,6.5,1750000.0
9538,6.5,4100000.0
47890,5.7,14000000.0
109264,6.9,5000000.0
36669,5.8,140000000.0
10426,6.0,20000000.0
8198,6.5,30000000.0
64,7.5,9285469.0
15074,5.0,40000000.0
2103,5.9,47000000.0
9016,7.2,140000000.0
13945,5.6,4000000.0
14433,7.4,3500000.0
9932,5.7,60000000.0
13369,6.4,4000000.0
2757,7.3,19000000.0
7299,6.9,20000000.0
17360,6.7,10000000.0
40952,5.5,20000000.0
16363,5.9,35000000.0
67772,4.9,850000.0
13497,6.2,20000000.0
7303,5.6,55000000.0
201,6.1,60000000.0
2755,6.7,30000000.0
121,8.0,79000000.0
1429,7.2,15000000.0
13435,6.7,12500000.0
3131,7.1,100000000.0
2642,5.9,60000000.0
11022,6.8,6500000.0
2149,4.5,30000000.0
25848,6.1,1750000.0
81048,6.2,130000.0
11706,6.8,6000000.0
640,7.7,52000000.0
10599,5.6,40000000.0
1574,6.9,45000000.0
590,7.0,25000000.0
423,8.1,35000000.0
4912,6.6,30000000.0
12090,5.3,18000000.0
9582,5.3,20000000.0
598,8.2,3300000.0
8073,7.5,120000.0
12253,5.0,24000000.0
9358,5.9,26000000.0
10894,6.3,500000.0
10724,5.5,18000000.0
9919,6.3,50000000.0
6038,6.0,50000000.0
9480,5.0,78000000.0
14873,5.6,20000000.0
12139,5.5,35000000.0
18587,6.1,4520000.0
17264,7.0,2700000.0
2984,5.9,3500000.0
33364,7.6,800000.0
33851,6.1,6000000.0
4911,6.5,15000000.0
16072,6.1,56000000.0
11615,7.3,50000000.0
11635,6.6,24000000.0
10623,5.8,25000000.0
10678,5.4,20000000.0
9567,6.4,70000000.0
455,6.2,3500159.0
10632,6.0,55000000.0
36362,7.2,5037000.0
2671,6.9,1200000.0
9669,5.4,6000000.0
42618,6.5,8000000.0
9557,4.7,20000000.0
6171,5.2,68000000.0
29912,6.4,4100000.0
28881,6.1,29000000.0
10782,6.2,50000000.0
9341,5.5,60000000.0
25461,7.8,800000.0
8409,5.8,36000000.0
1817,6.7,13000000.0
21052,5.9,7500000.0
9506,5.9,75000000.0
24982,7.1,13000000.0
2662,6.0,7000000.0
13370,6.6,6000000.0
11516,7.1,35866397.0
994,7.2,2200000.0
10514,7.0,6500000.0
16651,6.7,7000000.0
24961,5.8,24000000.0
31633,5.0,26000000.0
47762,4.8,3000000.0
2832,7.1,30000000.0
72996,5.7,2500000.0
18736,5.8,17000000.0
36658,6.8,110000000.0
46989,6.7,1000000.0
10708,5.6,60000000.0
604,6.7,150000000.0
10720,6.1,35000000.0
1555,7.0,5300000.0
310,6.4,80000000.0
12,7.6,94000000.0
9654,6.6,60000000.0
9902,6.0,12600000.0
584,6.2,76000000.0
1088,7.1,8000000.0
11890,6.2,35000000.0
290,7.4,9000000.0
2071,6.1,22000000.0
10152,4.1,19000000.0
31246,3.0,12000000.0
11375,5.0,75000000.0
17813,5.0,30000000.0
170,7.1,5000000.0
9471,5.2,120000000.0
47676,4.3,2500000.0
43039,6.0,151000.0
33454,6.9,3005000.0
1927,5.3,137000000.0
10327,5.2,45000000.0
14411,6.6,60000000.0
296,5.9,200000000.0
302,6.5,7800000.0
22,7.5,140000000.0
8698,5.7,78000000.0
8961,6.3,130000000.0
9486,6.0,40000000.0
24558,4.9,1500000.0
1996,5.5,95000000.0
4464,6.8,87000000.0
12279,4.7,38000000.0
54580,7.0,4000000.0
430,7.6,3000000.0
5185,6.9,10000000.0
8273,6.0,55000000.0
8046,3.5,54000000.0
10330,6.0,26000000.0
9257,5.8,80000000.0
6466,5.8,30000000.0
2055,7.0,22000000.0
14926,6.1,20000000.0
10923,5.0,28000000.0
18573,7.0,658000.0
41759,5.5,6000000.0
19053,6.2,350000.0
11206,7.5,4000000.0
13154,5.7,8000000.0
636,6.4,777000.0
3055,6.7,5000000.0
26198,5.9,6000000.0
35073,6.7,210000.0
9362,6.6,11000000.0
12268,6.8,6000000.0
10999,6.4,10000000.0
32316,3.3,20000000.0
11351,5.5,17000000.0
9616,4.8,35000000.0
1415,5.9,5000000.0
11547,5.5,1500000.0
7270,6.9,62000000.0
1428,6.2,29000000.0
153,7.3,4000000.0
9584,6.1,12000000.0
8408,6.9,3500000.0
14030,6.6,24000000.0
2687,5.7,40000000.0
16323,6.8,9250000.0
19064,5.3,3200000.0
22309,5.3,15000000.0
277,6.6,22000000.0
7288,5.9,40000000.0
10159,6.4,85000000.0
10934,6.4,18000000.0
321,5.6,4361898.0
9662,7.3,8000000.0
837,7.1,5952000.0
19666,7.2,5200000.0
821,7.6,3000000.0
37672,6.5,118.0
891,7.6,8500000.0
10881,6.8,8000000.0
10438,5.0,15000000.0
650,7.4,6500000.0
10337,6.0,30000000.0
37753,5.6,18000000.0
11046,7.4,7700000.0
7442,6.1,19000000.0
14425,6.0,9000000.0
6723,5.6,10000000.0
16969,5.1,25000000.0
11338,6.4,11400000.0
41780,5.8,8000000.0
33258,4.8,2500000.0
47898,4.1,13000000.0
25269,5.5,18000000.0
78146,4.8,5000000.0
88641,8.5,10500000.0
30315,5.6,500000.0
18900,7.4,3500000.0
21219,5.7,23000000.0
2116,6.1,50000000.0
1584,6.8,35000000.0
2056,7.4,500000.0
4997,6.2,5000000.0
322,7.6,25000000.0
11059,2.8,7000000.0
11775,5.8,60000000.0
24,7.7,30000000.0
11329,6.9,60000000.0
9373,6.1,9500000.0
28200,5.6,7000000.0
10629,6.8,17000000.0
10944,4.7,12000000.0
13920,6.8,32000000.0
4256,5.8,48000000.0
1807,7.0,3000000.0
13537,6.6,6000000.0
605,6.4,150000000.0
10719,6.4,32000000.0
508,7.0,40000000.0
10715,5.6,80000000.0
8619,6.9,150000000.0
21525,8.0,300000.0
4970,5.8,40000000.0
470,7.2,20000000.0
11042,6.7,8000000.0
10147,6.4,23000000.0
10756,5.1,90000000.0
9562,5.4,80000000.0
9556,6.2,16000000.0
10952,6.3,8500000.0
860,7.0,12000000.0
31510,7.3,3900000.0
5143,7.6,6400000.0
8010,4.5,30000000.0
9292,5.4,65000000.0
11850,7.1,3500000.0
951,5.8,15000000.0
9319,6.5,29000000.0
1643,7.1,1250000.0
2612,6.1,20000000.0
1825,5.7,25000000.0
10538,5.6,15000000.0
11092,6.6,22000000.0
18410,6.2,18000000.0
19065,5.5,17010000.0
3176,7.3,4500000.0
9261,6.8,1000000.0
20763,6.6,35000000.0
10021,6.2,12000000.0
14746,6.6,14500000.0
1626,7.6,64000.0
483,7.0,9500000.0
11018,6.5,24000000.0
43875,6.6,864000.0
20325,7.1,886000.0
898,7.0,2650000.0
618,6.4,100000.0
3089,7.3,3000000.0
995,7.6,531374.0
916,7.0,5500000.0
3062,6.1,439000.0
34456,6.3,225000.0
15927,6.8,8000000.0
79,7.3,31000000.0
70881,6.6,1152000.0
81,7.7,1000000.0
10023,5.7,20000000.0
11519,5.6,35000000.0
11811,5.1,900000.0
48129,5.5,16000000.0
10028,6.0,18000000.0
616,7.3,140000000.0
587,7.6,70000000.0
6964,6.3,80000000.0
1792,5.1,55000000.0
122,8.1,94000000.0
8696,6.6,10000000.0
11093,7.0,16500000.0
504,7.0,8000000.0
